City_ID,City,Country,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Date
291,Dinguiraye,GN,11.3,-10.7167,87.46,15,100,2.42,2022-03-13 19:52:50
292,Birao,CF,10.2849,22.7882,80.96,14,57,6.91,2022-03-13 19:52:51
293,Gualeguay,AR,-33.1416,-59.3097,75.6,40,0,3.87,2022-03-13 19:52:51
294,Kaminskiy,RU,57.1516,41.4732,31.03,94,100,10.47,2022-03-13 19:52:51
295,Nelidovo,RU,56.2211,32.7774,27.12,96,97,4.72,2022-03-13 19:52:52
296,Pasni,PK,25.2631,63.471,76.86,69,5,8.81,2022-03-13 19:52:52
297,Pleshanovo,RU,52.8333,53.4833,-3.8,100,100,3.87,2022-03-13 19:52:52
298,Ormara,PK,25.2088,64.6357,76.82,71,4,10.47,2022-03-13 19:52:53
299,Wad Madani,SD,14.4012,33.5199,84.78,16,12,14.72,2022-03-13 19:52:53
300,Sosnovka,RU,56.255,51.2842,15.35,96,100,4.94,2022-03-13 19:52:53
301,Qaqortoq,GL,60.7167,-46.0333,28.27,60,100,17.07,2022-03-13 19:52:54
302,Saint Pete Beach,US,27.7253,-82.7412,71.11,48,0,10.36,2022-03-13 19:52:54
303,Mao,ES,39.8885,4.2658,55.96,94,20,6.91,2022-03-13 19:52:55
304,Monki,PL,53.405,22.7979,28.67,78,1,5.77,2022-03-13 19:52:55
305,Altay,CN,47.8667,88.1167,34.07,99,100,3.53,2022-03-13 19:52:55
306,Barranca,PE,-10.75,-77.7667,74.82,73,100,7.25,2022-03-13 19:52:56
307,Madras,IN,13.0878,80.2785,80.96,82,20,0.0,2022-03-13 19:50:12
308,Ravar,IR,31.2656,56.8055,68.38,30,35,1.72,2022-03-13 19:52:56
309,Banepa,NP,27.6298,85.5214,57.52,77,20,3.44,2022-03-13 19:52:56
310,Carora,VE,10.1755,-70.0827,87.26,44,100,13.18,2022-03-13 19:52:57
311,Marsh Harbour,BS,26.5412,-77.0636,69.1,57,84,18.32,2022-03-13 19:52:57
312,Killybegs,IE,54.6333,-8.45,46.11,89,90,22.24,2022-03-13 19:52:58
313,Boende,CD,-0.2167,20.8667,72.66,87,92,1.9,2022-03-13 19:52:58
314,Fraga,ES,41.5229,0.3489,53.53,58,100,5.28,2022-03-13 19:52:58
315,Grand Baie,MU,-20.0182,57.5802,79.45,85,50,7.0,2022-03-13 19:52:59
316,El Tigre,VE,8.8875,-64.2454,86.99,40,96,12.06,2022-03-13 19:52:59
317,Beloha,MG,-25.1667,45.05,74.71,77,100,10.51,2022-03-13 19:53:00
318,Ondangwa,NA,-17.9167,15.95,68.0,100,100,4.61,2022-03-13 19:53:00
319,Walvis Bay,NA,-22.9575,14.5053,68.95,73,68,8.05,2022-03-13 19:53:20
320,Umea,SE,63.8284,20.2597,27.91,93,0,0.0,2022-03-13 19:52:28
321,Snina,SK,48.9886,22.151,35.35,53,3,3.44,2022-03-13 19:54:01
322,Karpathos,GR,35.507,27.2132,46.36,42,8,9.22,2022-03-13 19:54:01
323,Kupino,RU,54.3663,77.2981,1.08,94,9,10.49,2022-03-13 19:54:01
324,Conselheiro Pena,BR,-19.1722,-41.4722,85.28,72,77,2.17,2022-03-13 19:54:02
325,Sawakin,SD,19.1059,37.3321,72.68,69,55,12.64,2022-03-13 19:54:02
326,Dale,US,38.1689,-86.99,54.95,40,0,14.97,2022-03-13 19:54:02
327,Trairi,BR,-3.2778,-39.2689,79.84,81,100,5.46,2022-03-13 19:49:22
328,Makat,KZ,47.6469,53.3463,25.47,61,40,6.04,2022-03-13 19:54:03
329,Karksi-Nuia,EE,58.1033,25.5628,26.78,86,89,4.25,2022-03-13 19:54:03
330,Gasa,PS,31.5,34.4667,47.88,57,97,10.04,2022-03-13 19:49:14
331,Bonga,ET,7.2833,36.2333,59.81,95,86,2.35,2022-03-13 19:54:04
332,Kurchum,KZ,48.5722,83.6542,33.35,99,100,8.99,2022-03-13 19:54:04
333,Olafsvik,IS,64.8945,-23.7142,38.91,64,49,24.38,2022-03-13 19:54:04
334,Birjand,IR,32.8663,59.2211,64.87,39,100,13.8,2022-03-13 19:54:05
335,Alibag,IN,18.6411,72.8792,86.07,43,0,8.01,2022-03-13 19:54:05
336,Garowe,SO,8.4054,48.4845,72.16,65,98,14.76,2022-03-13 19:54:05
337,Pitimbu,BR,-7.4706,-34.8086,84.79,73,100,9.91,2022-03-13 19:54:06
338,Barra Patuca,HN,15.8,-84.2833,82.6,67,10,11.12,2022-03-13 19:54:06
339,Alappuzha,IN,9.49,76.3264,79.79,76,64,2.44,2022-03-13 19:54:06
340,Pryamitsyno,RU,51.6561,35.9314,21.74,98,46,3.65,2022-03-13 19:54:07
341,Burriana,ES,39.889,-0.085,57.7,73,100,4.29,2022-03-13 19:54:07
342,Cabras,IT,39.93,8.5314,52.65,92,100,5.91,2022-03-13 19:54:08
343,Limoeiro Do Ajuru,BR,-1.8953,-49.3806,81.91,78,83,8.19,2022-03-13 19:54:08
344,Kudahuvadhoo,MV,2.6708,72.8944,83.07,70,71,7.74,2022-03-13 19:54:08
345,Recas,RO,45.7989,21.5008,38.82,47,0,5.75,2022-03-13 19:54:09
346,Ciudad Real,ES,39.0,-4.0,53.15,72,100,4.0,2022-03-13 19:54:09
347,Arica,CL,-18.475,-70.3042,83.75,60,0,13.8,2022-03-13 19:49:32
348,Ponta Delgada,PT,37.7333,-25.6667,57.51,58,20,11.5,2022-03-13 19:54:10
349,Melbu,NO,68.5044,14.8297,35.42,87,0,6.91,2022-03-13 19:54:10
350,Montepulciano,IT,43.1017,11.7868,43.59,69,9,2.01,2022-03-13 19:54:11
351,Pangnirtung,CA,66.1451,-65.7125,-18.4,57,0,0.0,2022-03-13 19:51:20
352,Korla,CN,41.7597,86.1469,53.94,31,77,7.05,2022-03-13 19:54:11
353,Zandvoort,NL,52.3749,4.5341,56.95,59,0,9.22,2022-03-13 19:54:11
354,Vysha,RU,53.8477,42.3777,25.81,96,100,9.93,2022-03-13 19:54:12
355,Plettenberg Bay,ZA,-34.0527,23.3716,62.28,89,100,13.2,2022-03-13 19:54:12
356,Delijan,IR,33.9905,50.6838,55.6,51,1,3.74,2022-03-13 19:54:13
357,Roros,NO,62.5747,11.3842,31.84,43,100,4.61,2022-03-13 19:54:13
358,San Luis,AR,-33.295,-66.3356,79.23,31,0,5.57,2022-03-13 19:50:16
359,La Ferte-Bernard,FR,48.1863,0.6536,44.22,93,68,8.99,2022-03-13 19:54:14
360,Tekeli,KZ,44.83,78.8239,37.9,97,100,5.77,2022-03-13 19:54:14
361,Atoka,US,34.4001,-96.0169,60.31,29,48,16.64,2022-03-13 19:54:14
362,Teya,RU,60.3778,92.6267,-22.76,100,84,1.03,2022-03-13 19:54:15
363,Orbetello,IT,42.4408,11.2196,48.22,87,99,10.36,2022-03-13 19:54:15
364,Krasnoye-Na-Volge,RU,57.5125,41.2419,30.4,93,100,10.13,2022-03-13 19:55:15
365,Maracacume,BR,-2.0428,-45.9592,78.84,92,88,5.7,2022-03-13 19:55:16
366,Warri,NG,5.5167,5.75,79.36,87,62,4.54,2022-03-13 19:55:16
367,Westport,US,41.1415,-73.3579,37.27,46,99,15.01,2022-03-13 19:55:16
368,Aljezur,PT,37.3191,-8.8033,52.7,71,100,4.14,2022-03-13 19:55:17
369,Mendi,PG,-6.1761,143.6513,53.92,97,80,3.33,2022-03-13 19:55:17
370,Laguna De Perlas,NI,12.3429,-83.6712,84.29,73,14,14.5,2022-03-13 19:55:17
371,Longido,TZ,-2.7333,36.6833,73.02,48,100,11.92,2022-03-13 19:55:18
372,Luangwa,ZM,-15.6167,30.4167,72.18,85,98,1.1,2022-03-13 19:55:18
373,Karasburg,NA,-28.0167,18.75,64.36,52,51,17.47,2022-03-13 19:55:19
374,Kuytun,RU,54.3419,101.5036,-23.15,100,89,2.73,2022-03-13 19:55:19
375,Ilhabela,BR,-23.7781,-45.3581,77.99,89,100,4.29,2022-03-13 19:54:37
376,Escanaba,US,45.7453,-87.0646,33.94,60,100,13.8,2022-03-13 19:55:19
377,Santa Rosa,PH,14.3122,121.1114,81.01,79,73,4.0,2022-03-13 19:55:20
378,Cheremnoye,RU,53.1697,83.2133,9.19,88,100,12.28,2022-03-13 19:55:20
379,Moundou,TD,8.5667,16.0833,88.81,17,3,4.74,2022-03-13 19:55:20
380,Thohoyandou,ZA,-22.9456,30.485,70.79,55,0,2.77,2022-03-13 19:55:21
381,Sorland,NO,67.667,12.6934,37.26,76,40,10.38,2022-03-13 19:55:21
382,Pozo Colorado,PY,-23.4923,-58.7972,91.42,23,2,7.99,2022-03-13 19:55:22
383,Nara,JP,34.6851,135.8049,57.49,88,96,5.37,2022-03-13 19:54:25
384,Codrington,AU,-38.2667,141.9667,60.08,96,100,7.38,2022-03-13 19:55:22
385,Radnevo,BG,42.3,25.9333,37.87,73,97,4.81,2022-03-13 19:55:22
386,Kisanga,TZ,-7.4362,37.7034,75.15,83,99,3.09,2022-03-13 19:55:23
387,Kalangala,UG,-0.3089,32.225,74.55,70,71,12.35,2022-03-13 19:55:23
388,Marsabit,KE,2.3284,37.9899,75.51,36,16,11.25,2022-03-13 19:55:23
389,Abha,SA,18.2164,42.5053,61.05,77,0,0.0,2022-03-13 19:55:24
390,Wilson,US,36.1501,-86.2833,51.35,32,0,19.57,2022-03-13 19:55:24
391,Kinkala,CG,-4.3614,14.7644,70.32,91,88,1.1,2022-03-13 19:55:24
392,Stornoway,GB,58.2093,-6.3865,46.92,83,99,6.91,2022-03-13 19:55:25
393,Funchal,PT,32.6333,-16.9,63.23,72,40,11.5,2022-03-13 19:53:06
394,Marmaris,TR,36.855,28.2742,44.11,40,2,7.78,2022-03-13 19:53:47
395,Obilnoye,RU,44.2457,43.5613,31.39,80,100,4.0,2022-03-13 19:55:25
396,Kabo,CF,7.6994,18.629,87.15,29,95,2.95,2022-03-13 19:55:26
397,Saint-Georges,GD,12.0564,-61.7485,85.68,58,20,18.41,2022-03-13 19:55:26
398,Henties Bay,NA,-22.116,14.2845,65.1,84,89,7.74,2022-03-13 19:51:17
399,Ardakan,IR,32.31,54.0175,70.03,27,99,20.98,2022-03-13 19:55:27
400,Bull Savanna,JM,17.8868,-77.5902,80.6,62,36,4.61,2022-03-13 19:55:27
401,Alanya,TR,36.5438,31.9998,39.81,44,0,7.94,2022-03-13 19:55:27
402,Naryan-Mar,RU,67.6713,53.087,-2.25,100,70,5.32,2022-03-13 19:55:28
403,Blytheville,US,35.9273,-89.919,57.42,46,0,23.02,2022-03-13 19:52:45
404,Esmeralda,CU,21.8525,-78.1169,78.04,73,93,15.73,2022-03-13 19:55:28
405,Nalut,LY,30.3333,10.85,61.72,21,27,8.99,2022-03-13 19:55:29
406,Pajarito,CO,5.2929,-72.7028,76.53,78,99,2.1,2022-03-13 19:55:29
407,Cap Malheureux,MU,-19.9842,57.6142,79.47,85,50,7.0,2022-03-13 19:55:29
408,Bereda,ES,43.2686,-7.5406,43.57,94,78,5.12,2022-03-13 19:55:30
409,Lubango,AO,-14.9172,13.4925,58.14,96,100,4.43,2022-03-13 19:55:30
410,Lokosovo,RU,61.1333,74.8167,-1.77,99,100,4.05,2022-03-13 19:55:30
411,Igarka,RU,67.4667,86.5833,-22.13,99,89,6.11,2022-03-13 19:55:31
412,Beneditinos,BR,-5.45,-42.3667,85.14,72,81,3.67,2022-03-13 19:55:31
413,Sokolo,ML,14.7328,-6.1219,89.01,9,14,5.37,2022-03-13 19:55:31
414,Nioro,GM,13.35,-15.75,82.62,23,36,14.12,2022-03-13 19:56:32
415,Strezhevoy,RU,60.7333,77.5889,-5.48,100,100,2.51,2022-03-13 19:56:32
416,Agadir,MA,30.4202,-9.5982,63.05,80,0,5.21,2022-03-13 19:52:11
417,Fernan-Nunez,ES,37.6884,-4.7247,59.29,60,100,3.31,2022-03-13 19:56:33
418,Havoysund,NO,70.9963,24.6622,37.99,82,28,14.47,2022-03-13 19:56:33
419,Kibuye,RW,-2.0597,29.3482,65.93,78,100,0.89,2022-03-13 19:56:33
420,Matara,LK,5.9485,80.5353,76.91,88,57,3.4,2022-03-13 19:56:34
421,Rudbar,AF,30.15,62.6,79.57,26,13,6.58,2022-03-13 19:56:34
422,Passos,BR,-20.7189,-46.6097,73.45,82,66,1.97,2022-03-13 19:56:34
423,Hurghada,EG,27.2574,33.8129,60.03,44,0,25.77,2022-03-13 19:56:35
424,Tabou,CI,4.423,-7.3528,80.08,85,100,7.85,2022-03-13 19:56:35
425,Itacarambi,BR,-15.1022,-44.0919,85.39,55,100,3.29,2022-03-13 19:56:35
426,Porbandar,IN,21.6422,69.6093,79.77,46,0,8.75,2022-03-13 19:56:36
427,Benicarlo,ES,40.4165,0.4271,54.25,76,99,3.8,2022-03-13 19:56:36
428,Diffa,NE,13.3154,12.6113,80.38,14,100,8.9,2022-03-13 19:56:36
429,Maldonado,UY,-34.6667,-54.9167,70.99,51,2,11.5,2022-03-13 19:56:26
430,Houma,US,29.5958,-90.7195,60.01,56,0,7.0,2022-03-13 19:56:37
431,Kaura Namoda,NG,12.5898,6.5779,82.24,15,61,9.69,2022-03-13 19:56:37
432,Elizabeth City,US,36.2946,-76.2511,45.05,44,0,10.36,2022-03-13 19:52:51
433,Hagere Hiywet,ET,8.9833,37.85,63.9,40,96,7.14,2022-03-13 19:56:38
434,Krutinka,RU,56.0055,71.5113,0.12,97,93,8.12,2022-03-13 19:56:38
435,Jibuti,DJ,11.5,42.5,71.47,73,3,17.94,2022-03-13 19:56:38
436,Sisimiut,GL,66.9395,-53.6735,-0.71,95,100,6.49,2022-03-13 19:56:39
437,Mahibadhoo,MV,3.7833,72.9667,82.8,73,66,6.08,2022-03-13 19:56:39
438,Nyimba,ZM,-14.5566,30.8149,66.6,96,85,3.27,2022-03-13 19:56:39
439,Biedenkopf,DE,50.9167,8.5333,46.67,67,89,2.39,2022-03-13 19:56:40
440,Buraydah,SA,26.326,43.975,64.85,35,55,14.63,2022-03-13 19:56:40
441,Bure,ET,10.7,37.0667,65.44,60,100,6.96,2022-03-13 19:56:41
442,Kalvarija,LT,54.4,23.2333,32.23,77,12,5.53,2022-03-13 19:56:41
443,Saint-Paul,RE,-21.0096,55.2707,78.91,83,98,1.03,2022-03-13 19:56:41
444,Los Llanos De Aridane,ES,28.6585,-17.9182,63.12,85,20,9.22,2022-03-13 19:56:42
445,Lucapa,AO,-8.4192,20.7447,63.77,94,77,1.41,2022-03-13 19:56:42
446,Tucuman,AR,-26.8241,-65.2226,75.2,60,75,6.91,2022-03-13 19:56:42
447,Saint-Pierre,RE,-21.3393,55.4781,78.48,82,0,3.44,2022-03-13 19:56:43
448,Ephrata,US,40.1798,-76.1788,34.7,53,97,8.01,2022-03-13 19:56:43
449,Tortona,IT,44.8978,8.8637,47.48,56,100,3.0,2022-03-13 19:56:43
450,Maracas,BR,-13.4411,-40.4308,79.14,47,83,7.2,2022-03-13 19:56:44
451,Damavand,IR,35.7178,52.065,45.12,45,46,3.29,2022-03-13 19:56:44
452,Olavarria,AR,-36.8927,-60.3225,77.02,47,24,7.34,2022-03-13 19:56:45
453,Locri,IT,38.2414,16.2623,50.32,76,6,3.06,2022-03-13 19:56:45
454,Kafue,ZM,-15.7691,28.1814,65.75,92,99,2.84,2022-03-13 19:56:45
455,At-Bashi,KG,41.1702,75.8106,37.81,93,100,0.65,2022-03-13 19:56:46
456,Praia,CV,14.9215,-23.5087,73.94,60,20,26.46,2022-03-13 19:56:46
457,West Bend,US,43.4253,-88.1834,47.79,52,0,18.41,2022-03-13 19:53:16
458,Baie-Comeau,CA,49.2168,-68.1489,17.28,41,75,17.27,2022-03-13 19:53:38
459,Inzer,RU,54.2167,57.5556,11.73,97,99,0.92,2022-03-13 19:56:47
460,Cookeville,US,36.1628,-85.5016,50.58,31,0,10.36,2022-03-13 19:56:47
461,Paulo Ramos,BR,-4.2167,-45.1833,81.07,90,38,2.01,2022-03-13 19:56:47
462,Bosaso,SO,11.2842,49.1816,77.74,77,70,2.21,2022-03-13 19:57:48
463,Aboisso,CI,5.4678,-3.2071,73.18,94,100,2.26,2022-03-13 19:57:48
464,Saint-Joseph,RE,-21.3667,55.6167,77.38,86,54,13.91,2022-03-13 19:57:48
465,Muborak,UZ,39.2553,65.1528,55.53,45,100,5.82,2022-03-13 19:57:49
466,Puerto Colombia,CO,10.9878,-74.9547,86.09,72,82,17.81,2022-03-13 19:57:49
467,Knysna,ZA,-34.0363,23.0471,61.99,91,100,12.39,2022-03-13 19:57:50
468,Kongolo,CD,-5.3833,27.0,71.01,90,100,1.77,2022-03-13 19:57:50
469,Eidfjord,NO,60.4675,7.0719,31.33,86,99,8.66,2022-03-13 19:57:50
470,Itupiranga,BR,-5.1347,-49.3267,91.72,87,57,1.48,2022-03-13 19:57:51
471,Kiboga,UG,0.9161,31.7742,69.91,53,84,1.99,2022-03-13 19:57:51
472,Kathu,TH,7.9178,98.3332,76.82,79,100,3.13,2022-03-13 19:57:51
473,Dhidhdhoo,MV,6.8833,73.1,82.11,72,85,2.8,2022-03-13 19:56:16
474,Riviere-Au-Renard,CA,48.9957,-64.3971,21.49,77,60,29.35,2022-03-13 19:57:52
475,Muisne,EC,0.6,-80.0333,81.86,73,41,7.76,2022-03-13 19:57:52
476,Tarko-Sale,RU,64.9225,77.785,-5.28,99,45,7.29,2022-03-13 19:57:52
477,Timizart,DZ,36.8,4.2667,56.21,73,100,7.83,2022-03-13 19:57:53
478,Rio Gallegos,AR,-51.6226,-69.2181,57.25,21,20,43.73,2022-03-13 19:57:53
479,Srednyaya Yelyuzan,RU,53.0241,45.9529,16.81,96,97,8.97,2022-03-13 19:57:54
480,Severnoye,RU,56.3491,78.3619,-6.9,100,20,6.53,2022-03-13 19:57:54
481,Bulungu,CD,-4.55,18.6,71.38,92,96,1.5,2022-03-13 19:57:54
482,Tete,MZ,-16.1564,33.5867,75.29,100,75,3.44,2022-03-13 19:57:55
483,Koslan,RU,63.4564,48.8989,21.27,93,100,9.06,2022-03-13 19:57:55
484,Kalmunai,LK,7.4167,81.8167,78.48,77,100,7.2,2022-03-13 19:57:55
485,Tervel,BG,43.75,27.4,33.24,81,85,1.83,2022-03-13 19:57:56
486,Talara,PE,-4.5772,-81.2719,86.76,54,0,13.8,2022-03-13 19:57:56
487,Igrim,RU,63.1906,64.4162,1.2,98,83,5.32,2022-03-13 19:57:56
488,Muhos,FI,64.808,25.9931,20.98,95,17,4.47,2022-03-13 19:57:57
489,Farafangana,MG,-22.8167,47.8333,75.33,86,70,6.26,2022-03-13 19:57:57
490,Plonsk,PL,52.6235,20.3755,36.86,77,1,8.23,2022-03-13 19:57:57
491,Angoche,MZ,-16.2325,39.9086,78.93,86,100,7.52,2022-03-13 19:57:58
492,Harboore,DK,56.6175,8.1807,39.18,62,100,18.01,2022-03-13 19:57:58
493,Rassvet,RU,46.8333,40.75,23.23,78,99,2.24,2022-03-13 19:57:58
494,Saint-Francois,FR,46.4154,3.9054,42.67,88,100,4.61,2022-03-13 19:57:59
495,Conakry,GN,9.538,-13.6773,80.67,69,75,9.22,2022-03-13 19:56:50
496,Auchi,NG,7.0667,6.2667,79.56,70,57,3.22,2022-03-13 19:57:59
497,Bria,CF,6.5423,21.9863,79.41,42,51,4.41,2022-03-13 19:58:00
498,Summerville,US,33.0185,-80.1757,55.98,23,0,9.22,2022-03-13 19:58:00
499,Kenitra,MA,34.261,-6.5802,59.76,86,100,2.89,2022-03-13 19:58:00
500,Maceio,BR,-9.6658,-35.7353,83.64,74,75,13.8,2022-03-13 19:56:56
501,Diplo,PK,24.4667,69.584,79.16,31,2,10.89,2022-03-13 19:58:01
502,Corinto,GR,37.9407,22.9573,42.62,63,9,3.74,2022-03-13 19:58:01
503,Nantucket,US,41.2835,-70.0995,35.15,54,16,28.39,2022-03-13 19:58:02
504,Jablah,SY,35.3614,35.9256,41.29,93,75,6.91,2022-03-13 19:58:02
505,Sudzha,RU,51.1976,35.2726,12.2,97,11,2.66,2022-03-13 19:58:02
506,Jardim,BR,-21.4803,-56.1381,76.66,82,100,0.65,2022-03-13 19:55:37
507,Tabora,TZ,-5.0167,32.8,63.77,95,73,4.5,2022-03-13 19:58:03
508,Aranos,NA,-24.1333,19.1167,70.11,72,100,13.6,2022-03-13 19:58:03
509,Vardo,NO,70.3705,31.1107,33.78,86,40,5.75,2022-03-13 19:58:03
510,Bhitarwar,IN,25.8,78.1167,75.54,24,0,2.37,2022-03-13 19:58:04
511,Bequimao,BR,-2.4489,-44.7825,81.63,80,40,5.21,2022-03-13 19:59:04
512,Asifabad,IN,19.3667,79.2833,78.75,18,20,3.18,2022-03-13 19:59:04
513,Urengoy,RU,65.9667,78.3667,-9.62,100,99,6.13,2022-03-13 19:59:05
514,San Vicente De Canete,PE,-13.0751,-76.3835,76.46,70,75,7.78,2022-03-13 19:59:05
515,Oneonta,US,42.4529,-75.0638,32.11,52,100,13.09,2022-03-13 19:59:05
516,Coruripe,BR,-10.1256,-36.1756,82.17,72,66,11.41,2022-03-13 19:59:06
517,Kamenka,RU,51.3223,42.7678,3.83,100,88,7.23,2022-03-13 19:59:06
518,Straumen,NO,63.8709,11.2999,44.6,84,100,2.1,2022-03-13 19:59:07
519,Bloomington,US,44.8408,-93.2983,44.92,62,71,4.0,2022-03-13 19:57:37
520,Carmarthen,GB,51.8555,-4.3054,46.94,91,9,5.77,2022-03-13 19:59:07
521,Xapuri,BR,-10.6517,-68.5044,71.62,100,100,2.19,2022-03-13 19:59:08
522,Huarmey,PE,-10.0681,-78.1522,77.27,71,92,9.6,2022-03-13 19:59:08
523,Champua,IN,22.0833,85.6667,70.45,22,40,2.39,2022-03-13 19:59:08
524,Jacqueville,CI,5.2052,-4.4146,81.09,84,81,9.6,2022-03-13 19:59:09
525,Paita,PE,-5.0892,-81.1144,81.12,66,29,14.0,2022-03-13 19:59:09
526,Peniche,PT,39.3558,-9.3811,55.11,79,46,12.12,2022-03-13 19:59:09
527,Portlethen,GB,57.0547,-2.1307,45.77,95,75,18.41,2022-03-13 19:59:10
528,Marathon,US,44.9,-89.7668,42.04,64,40,17.27,2022-03-13 19:59:10
529,Charyshskoye,RU,51.3978,83.5598,22.15,97,100,3.47,2022-03-13 19:59:10
530,Kabompo,ZM,-13.5927,24.2008,64.49,95,100,3.27,2022-03-13 19:59:11
531,Kobryn,BY,52.2138,24.3564,31.26,79,4,5.95,2022-03-13 19:59:11
532,Guhagar,IN,17.4842,73.1929,80.31,39,7,4.65,2022-03-13 19:59:12
533,Uray,RU,60.1247,64.7758,0.66,98,100,5.41,2022-03-13 19:59:12
534,Djambala,CG,-2.5447,14.7533,70.59,76,89,2.48,2022-03-13 19:59:12
535,Kinwat,IN,19.6333,78.2,79.65,17,1,0.63,2022-03-13 19:59:13
536,Mekhe,SN,15.1097,-16.6218,72.07,40,2,14.41,2022-03-13 19:59:13
537,Beyneu,KZ,45.3167,55.2,29.66,80,15,8.3,2022-03-13 19:59:13
538,Funes,AR,-32.9157,-60.81,83.07,42,0,3.44,2022-03-13 19:59:14
539,Butterworth,MY,5.3991,100.3638,80.64,94,20,6.91,2022-03-13 19:59:14
540,Trinidad,BO,-14.8333,-64.9,82.38,69,75,6.91,2022-03-13 19:57:11
541,Bondo,CD,3.8146,23.6866,68.41,96,100,2.39,2022-03-13 19:59:15
542,Coquimbo,CL,-29.9533,-71.3436,65.93,72,40,11.5,2022-03-13 19:57:31
543,Mungwi,ZM,-10.1732,31.3694,61.18,90,100,3.8,2022-03-13 19:59:15
544,Fulton,US,33.7668,-84.4499,57.13,25,0,1.99,2022-03-13 19:59:16
545,Mezen,RU,65.8522,44.24,15.58,98,94,5.88,2022-03-13 19:59:16
546,Surt,LY,31.2089,16.5887,58.35,71,10,19.53,2022-03-13 19:59:16
547,Ginir,ET,7.1333,40.7,63.18,46,39,5.14,2022-03-13 19:59:17
548,Thinadhoo,MV,0.5333,72.9333,83.26,68,100,4.38,2022-03-13 19:59:17
549,Domoni,KM,-12.2569,44.5319,79.74,84,95,6.35,2022-03-13 19:59:18
550,Strandby,DK,57.4915,10.4961,40.51,67,52,18.88,2022-03-13 19:59:18
551,Odweyne,SO,9.4092,45.064,71.51,47,21,6.71,2022-03-13 19:59:18
552,Swiecie,PL,53.4095,18.4474,40.8,62,0,3.0,2022-03-13 19:59:19
553,Ust-Kan,RU,50.9276,84.761,20.68,91,57,6.49,2022-03-13 19:59:19
554,Ampanihy,MG,-24.7,44.75,78.55,59,99,7.76,2022-03-13 19:59:19
555,Umm Lajj,SA,25.0213,37.2685,67.68,58,56,12.88,2022-03-13 19:59:20
556,Shiringushi,RU,53.8485,42.7676,25.23,96,100,11.03,2022-03-13 19:59:20
557,Gbadolite,CD,4.2833,21.0167,76.66,67,93,5.46,2022-03-13 19:59:21
558,Morecambe,GB,54.0684,-2.8611,47.21,93,100,3.0,2022-03-13 20:00:21
559,Lac-Megantic,CA,45.5834,-70.8823,16.52,83,99,15.37,2022-03-13 20:00:22
560,Menongue,AO,-14.6585,17.691,64.83,95,100,5.14,2022-03-13 20:00:23
561,Gazli,UZ,40.1333,63.45,54.77,47,100,8.77,2022-03-13 20:00:24
562,Teramo,IT,42.65,13.6833,44.11,69,2,3.42,2022-03-13 19:55:58
563,Isiro,CD,2.7739,27.616,66.96,96,100,1.99,2022-03-13 20:00:24
564,Mahabaleshwar,IN,17.9167,73.6667,66.58,24,1,5.26,2022-03-13 20:00:26
565,Tighina,MD,46.8306,29.4711,34.57,81,45,5.48,2022-03-13 20:00:27
566,Segezha,RU,63.7415,34.3222,11.82,100,77,0.76,2022-03-13 20:00:27
567,Karata,RU,42.5949,46.3393,15.13,91,98,2.19,2022-03-13 20:00:28
568,Suda,RU,59.1525,37.5582,28.51,98,100,5.55,2022-03-13 20:00:28
569,Mitu,CO,1.1983,-70.1733,74.39,97,99,2.64,2022-03-13 20:00:29
570,Priyutnoye,RU,46.1011,43.5072,25.72,64,28,5.61,2022-03-13 20:00:30
571,Synya,RU,65.3718,58.0387,12.25,98,98,1.5,2022-03-13 20:00:30
572,Barsovo,RU,61.1667,73.1667,3.33,100,94,4.07,2022-03-13 20:00:31
573,Uruacu,BR,-14.5247,-49.1408,82.04,78,69,1.16,2022-03-13 20:00:32
574,Usogorsk,RU,63.4106,48.6872,21.65,93,100,8.84,2022-03-13 20:00:33
575,Aquiraz,BR,-3.9014,-38.3911,82.18,78,98,5.57,2022-03-13 20:00:33
576,Mangan,IN,27.5167,88.5333,65.08,38,5,7.49,2022-03-13 20:00:34
577,Abu Dhabi,AE,24.4667,54.3667,77.11,74,0,3.44,2022-03-13 19:58:00
578,Pombas,CV,17.1503,-25.0201,66.97,76,6,16.28,2022-03-13 20:00:34
579,Belmonte,BR,-15.8631,-38.8828,81.9,74,54,9.62,2022-03-13 20:00:35
580,Chipinge,ZW,-20.1883,32.6236,63.27,85,0,3.6,2022-03-13 20:00:35
581,Cubuk,TR,40.2386,33.0322,25.77,63,20,6.91,2022-03-13 20:00:36
582,Kjollefjord,NO,70.9457,27.3465,33.96,83,99,11.14,2022-03-13 20:00:37
583,Gao,ML,16.6362,1.637,83.37,14,0,10.36,2022-03-13 20:00:37
584,Inhambane,MZ,-23.865,35.3833,77.18,85,0,7.14,2022-03-13 20:00:38
585,Omboue,GA,-1.5746,9.2618,79.93,83,100,6.35,2022-03-13 20:00:38
586,Chabahar,IR,25.2919,60.643,77.07,67,0,3.69,2022-03-13 20:00:39
587,Atasu,KZ,48.6814,71.6433,25.52,95,100,11.86,2022-03-13 20:00:39
588,Sao Domingos,BR,-13.3983,-46.3183,79.7,67,100,3.56,2022-03-13 20:00:40
589,Uravakonda,IN,14.95,77.2667,78.71,38,0,5.39,2022-03-13 20:00:40
